Komentar,Jumlah Like
"film animasi karya &quot;BANYAK ORANG&quot; bukan karya anak bangsa, krn emg sefakta itu pemerintah indo gapeduli samasekali dengan animator kita. Terimakasih untuk para tim semua yang terlibat krn sudah menciptakan animasi terbaik",28
Pak masinis terharu😢,0
Iya,0
Ok Gas Ok Gas😂,0
Filem terbaru,0
Ceritanya gabungan antara jinni oh jinni tuyul dan bakyul sama jin dan jun <br><br>Semoga lain hari ada film yang betulan bagus ceritanya,0
JUMBO bagus sekali,0
😭😭😭😭😭😭😭😭,0
"Di balik gelap nya berita tentang negara ini dan pemerintahan kita, ada secercah harapan Indonesia baik dimata dunia dan terus melajuu!! Semangat!🎉❤ Kita mendukung❤❤❤❤",1
"Mantaapp laaahh.. <br>Lokal Indonesia, ramaikan yuukkk",0
Seru banget vilemnya aku sampe nonton ber kali kali,0
Ihhhh pass terakhir nangisssssss😅,0
"Maaf, animasinya terlalu ringan untuk sekelas bioskop. Kaya nonton di chanel tv biasa. 😢",0
Jdi ingat film c jarwo adel adi,0
Barusan nton beli 27 tiket. Filmnya seru 😢,0
"Penasaran, infonya kereun banget",0
"Kalo gw nilai secara jujur, dihujat ga.<br>Animasinya bagus, pengisi suaranya bagus. Tapi honestly membosankan, padahal penontonnya rame. Ah rating pribadi secara keseluruhan tanpa efek apapun. Asal indo , dsb saya kasih 6/10",1
Ceritane kaga jelas... ujung2nya cerita tentamg arwah... aneh😊,1
keren,0
Awalnya tertarik tapi pendukung filem ini bigot banget anti kritik jadi mindur secara berlahan,0
Nanti jam 6 malam aku nonton jumbo di bioskop,0
Mirip animasi film UP dari pixar,0
"Gini dong kreativ film indo... jgn hantu mulu, bikin masyarakat tambah goblok kebanyakan liat hantu",0
😢😢,0
Lucu lucu karakternya ihhh,1
Ini anak gw cerita muluu..  keren2 .,0
Keren keren keren dan keren dah karya nya. Pantesan anaku maksa ngajak nonton JUMBO,0
Bagus banget ternyata ya,0
"<a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=26"">0:26</a>",0
Film anak2... 😂😂😂😂,0
Kenapa suara dubbing nya tidak mengikuti suara dubbing dizaman era 90an dan 2ribuan. Seperti dubbing film animasi Doraemon. Naruto.. bahasa Indonesia nya lebih sedap didengar dan ejaan nya jauh lebih baik dan mudah dipahami,1
"gua mau liat dilm ini di XII NETFLIX <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=66"">1:06</a>",0
🤩🤩🤩🤩🎉🎉🎉🎉,0
😢,0
Miss u papi,0
Adi Jumbo,0
"Keren grafik nya, sekelas grafik animasi disney and pixar 🎉🎉🎉🎉👍🏻👍🏻👍🏻👍🏻",0
Ini tayang di tv ny kapan oyy,0
Aku suka karakter Acil,0
Aku sukaaaaaa banget video jumbo sampai aku udah nonton bahkan satukelas udah nonton❤❤❤❤❤❤❤❤❤❤❤😢😢😢😢😢😢😢,0
Na,0
😮😮😮❤❤❤🎉🎉🎉😊😊😊😊😊,0
Gemoy,0
"Aku udah pernah nongon wkwk, and film ini the best daripada Pemerintah pake AI wkwkwk",0
"Smooth, keren..",0
"Berkelas banget animasinya,dari pada nonton film horror indonesia yang gk jelas,,,asli keren banget",0
Luapkanlah saja bila harus menangis 😭😭😭😭🤧,1
"Terimakasih sudah buat film sebagus ini, Bukan film hantu2 yg gk jelas dan gak mendidik anak2 <br>Film sekelas disney Saya support film ini dan promosiin ke tmn2<br>Sampai kami nobar 48 org <br>Hanya mau sampai kan Masyarakat indonesia Dukung karya Bangsa <br>Jng Giliran Film Luar Bioskopnya penuh <br>Klo separoh penduduk indonesia aja menonton film ini saya yakin ada Jumbo ke 2",0
aku udh nonton,0
huhh,0
"KOK BANYAK YANG BILANG, FILM INI MERUSAK AQIDAH YA?",0
siapa disini yg masih terngiang2 sama produksi lakon studio &quot;pada suatu ketika&quot;,0
🥹,0
VO nya kayak di film UP🥰,0
Ayo maju animasi Indonesia!,0
Animasi terlalu tiru film animasi barat. Tak nampak ciri2 budaya dan wajah orang indon.,1
"Majukan Indonesia bangsa kita  dlm berkarya sukses buat sutradara, semoga ilmunya diserap oleh anak bangsa lainnya.",0
Saya harap Mereka bisa bekerjasama dengan Gromorostudio. Legenda Indonesia setipa daerah.,0
Besok aku mau nonton ini di bioskop😊,0
Apa bener Jumbo jahat?,0
Maju terus AnimaSEA!!!,0
Boring,0
xx1,0
"Wahh pengenn nonton, cuman kayanya gak cocok ke gua sama istri deh, kenapa gitu? Karna uugghh kehilangan anak yg meninggal itu sedihnya sampai kpn pun😢😢, dari lagunya aja udah sedih bgt, bisa² dibioskop gua sama istri berdua mewekk kali, ditambah kalo yg nonton ngajak anak, haduuhh makinn sedepp aja dehh😢😢😢 doakan yaa agar kami segera diberikan keturanan. Aamiinn",0
Ini baru sebenarnya Film Anak,0
Seru banget video ya 😁,0
Jumbo ni ada sakit beguk ke? 😮,0
Adi Jumbo 😇,0
sekelas pixel😂😂,0
Wah keren sekali,0
Sumpah sedih 😢😫😭,0
La ini bagus drpd kartun2 yg tayang di tv,1
"Anak q tdi sudah nonton dan mereka ber 2 bilang seru dan senang, ada lucunya katannya",0
beranila berkarya jgn pernah takut atau malu walau itu jelek dimata dunia,0
Nonton ahh di xxi,0
iya indonesia majuuuu✊✊✊✊✊✊🔥🔥🔥🔥🔥🔥,0
Bikin malu negara itu pejabat yang bela2in AI sampe bikin iklan pun pake AI<br>Ga menghargai animator Indonesia,0
Keren seh krya anak bgsa..,0
"bangga, akhirnya animasi indonesia bisa hadir dengan film layar lebar",0
"Jumbo 4 Juta penonton! Dan bukan nggak mungkin bisa tembus 6 Juta juga!<br>Nggak pernah kebayang animasi indonesia bener-bener di rayakan seJUMBO ini.<br><br>Dengan pencapaian ini, udah saatnya animasi dipandang setara sama film-film lainnya. <br>Jumbo tuh layak banget masuk ke berbagai kategori di FFI, bukan cuma sebatas “kategori animasi” aja.<br><br>Ini kabar yang membahagiakan banget terutama buat industri animasi kita.<br>Tapi lebih dari itu, ini juga jadi penanda: animasi lokal nggak perlu lagi “mencari-cari tempat”. <br>Tempatnya udah ada kok—di layar utama, di jam tayang terbaik, dan yang paling penting: di hati banyak orang.<br><br>Semoga makin banyak anak-anak yang berani bermimpi jadi animator dan kreator di Indonesia.<br>Semoga animasi indonesia makin ramai kedepannya dan terus dirayakan!",2
"Mantap.. grafik cantik,nada voice aktor menarik..seperti kartun Disney..tahniah...salam dari Malaysia🎉",0
masih mendingan film minecraf,0
Hai aku. Alsava❤😊,0
Aku langusung sedih pas nonton di boskop nya😢😢😭😭😭😭😭😭😭,0
"Keren animasinya , suka banget animasi , apalgi anak bangsa yang bikin ,sungguh2 luar biasa dan wajib ditonton",0
Keren,0
Bagus banget film nya kita harus menghargai teman siapa saja dia miskin atau apapun 😊😊😊❤❤❤,0
"Tolong bikin h<br>Jumbo 2😢, soalnya seru dan sedih",0
Semoga makin banyak animasi begini di indonesia,0
btw di bioskop anak balita boleh ikut nonton jg ga ya? soalnya mau ajak sodara aku hehe,0
Kereeeeeeennnnn,0
cita2 gw pngen bngt buat animasi.<br>tpi ga ada alatnya😢,0
😮😮😮😮😮,0
"Genre Sci-FI. <br><br>Kurang greget, SKIP!",0
Moga terus maju buat filem animasi Indonesia.,1
"tahniah indonesia, korang pun ternyata mampu hasilkan animasi setanding antarabangsa, keep it up, moga maju terus ke hadapan!",12
bikin.  sedih. lo. 😭😭😭😭😭😭🥺🥺🥺🥺,0
Bagus filmmnya g nyangka indo bisa buat dan punya animasi kek gini,0
"Baru nonton,..",1
Well done Indonesia,1
"Harusnya pakai bahasa Indonesia formal, kaya animasi barat yang di dubbing Indonesia, jangan malah pakai logat daerah, jadi kurang asyik ditonton",0
🥲😭😭😭🥺🥺🥺😭😭🥺🥺😭😭😭🥺😥,0
Gempak siot harap masuk Malaysia...,3
Sedih banget 😭😭😭😭😭sampe nangis,0
Film jombo sangat seru dan sedih,0
kesini nonton trailer nya karna istri ngajak nonton😅,0
Biasa² aja,0
Dijadiin series kaya Upin ipin keren bang,0
Vibe nya kaya film UP,0
"SEMOGA SUATU SAAT JUMBO BISA DITAYANGKAN DI TV , agar anak anak yg diepedalaman bisa ikut menikmati",0
Keep the spirit 💪,0
Lagunya bikin sedih,0
Animasi nya bagus  banget dah nonton aku bagus banget susunan nya sekelas seperti grafik fixar dan disney juga,0
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
Jumbo adalah adiknya Russell,0
mantapp,0
Salam dari Malaysia. Nampak ada potensi besar animasi ni. Harap maju jaya.,6
Luar biasa. Semoga sukses,0
Anak2 seneng bgt lihat film ini....bagus.....keren....pokoke wajib nonton ❤,0
Kereennn x sumpaah🎉,0
Film nya Bagus Banget<br>Penuh Makna..Apresiasi Tertinggi untuk Sutradara yg Berani bikin salah satu Film biaya  Termahal di Indonesia,3
Jumbo mirip2 yang di film rumah balon UP,2
Animator Malaysia di sokong negaranya.....<br>Animator Indonesia swadaya sendiri bisa bagus bgt hasil nya.. gak kebayang kalau negara ikut nyokong bisa merajai animasi internasional bangsa kita,10
"Akhirnya ada yang bisa di banggain, biasanya korupsi terus dan kejahatan lainnya tapi ini pun buatan rakyat penjabat mana peduli",18
Aku nanti mau nonton bioskop jumbo jadi aku nonton dulu❤,3
nonton ah besok sama anak2 bawa anak 6 semuanya,0
banjirr nangissssss 😢😢😢😢🥰🥰🥰😭😭😭😭😭😭😭😭😭😭😭😭😭🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 jumboo,0
Hebat,0
cis yg udh nonton di XXI 😊,0
"Animasinya keren parah, untuk alur cerita masih biasa, semoga next better🙏🏻",0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊❤😊❤😊😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤,0
"Keren buanget animatornya ini niat sekali, film nya udah setara dengan tingkat disney gak kayak pemerintah kita yang buat iklan pake AI.<br>Ini pesan buat penerinta,nonton film jumbo untuk iklat berbagi makanan selanjutnya",0
Otw nonton,0
Animator y keren grafik jga mantp..seperti disney...trus berjuang animator indonesia..,0
ata di awal : jahat akhir : baik bener gk,0
Film animasi indonesia terkeren sepanjang masa!!!,0
hih keren,0
Jelek bgausan film buatan luar,0
"Sponsor : <br>Bebelac dari Danone (milik org israel)<br>Paddle pop, buavita &amp; Bango dari Unilever (produk yahuadi jg).<br><br>Bimbang antara mau nonton sm enggak. Mau nonton sponsor terbesarnya yahudi, gak nonton penasaran. 😑",0
siapa yang udah nonton di bioskop❤❤,0
senangg nontoontuh,0
Di film Animasi ini aku melihat masa kecil ku akan berlanjut ❤,0
masyaallah filmnya bagus,0
🔥🔥🔥🔥,0
Lebih bagus dari pada AI🗿,2
"Kenapa sih film kartun harus  isinya imajinasi khayalan Haluuu, kenapa ga mengajarkan kehidupan realita pada anak anak. Sudah cukup bermain mainnya, tidak ada waktu lagi anak anak bermain main. Cukup orang dewasa yang bermain-main.",0
"Produksi p i x a r bukan ini? Kog bagus bgt... Amazing para 3D artist dan animatornya, kelas ❤",0
filmnya bagus banget,0
😢😢😢😢😢😢😢❤😭😭😭😭😭😭😇,0
Luar biasa ❤❤❤❤❤,0
Kenapasidonsananakenasisedi😢😢❤😇🥰 ibudaanayah,0
sayangi orang tua kamu sampai surga,0
"Setidak nya di thn 2025 ni ada film anak anak yg bisa di tonton dan dinikmati, apalagi lagu anak anak sudah jarang tdk seperti dulu",5
grafik udah kayak filem america,0
"&quot;Untuk kita, Untuk anak-anak kita, dan Untuk anak anak di dalam diri kita🙂&quot;",0
Aku pernah ke bioskop kemarin aku nonton jumbo aku sampai nangis😢😢😢,0
Deserve masuk Oscar,0
Meningkatkan skill mengimbangi kemajuan teknologi internasional nungguin sokongan pemerintah ? Kapan nyampenya ?😂😂😂,0
Lets go🔥🔥🔥🔥,0
"plis, dari trailer aja keliatan ceritanya mateng dan padet banget. ga heran 5 tahun. serasa film disney yang di dubbing indo",0
Nikmati grafis dan animasi bagus nya aja ini udah langkah keren animasi indonesia 😊,0
Bagus si kayaknya. Tapi buatan klan india bukan si. Aku si ngarepnya bukan,0
filmnya bagus banget,0
Orang kabupaten otw Palangka Raya untuk nonton Jumbo 🎉🎉,0
Aku bangga negri ku❤jayalah negriku bangkitlah negaraku di tengah sakitmu di grogoti oknum2 koruptor.😢,3
Recommended film... Kaya film studio sebelah sama2 ada hantunya cuma beda kelas... goodjob animator indonesia,1
Keren banget.... Salut untuk karya anak bangsa,0
"GUE NONTON INI FULL NANGISS, semoga ada sekuel atau film animasi kaya jumbo gini lagiii pasti gue tunggu dan tonton",0
Kereeen...yuk. Bisa yuk..animasi Indonesia maju❤,0
Jumbo = prabowo,0
"Indonesia banyak sejarah legenda, bisalah sejarah tersebut di apliksikan dg sebuah animasi sebagai jatidiri bangsa Indonesia<br>- gatot kaca<br>- buto ijo<br>- Sangkuriang<br>- Sikancil<br>- Gajah Mada<br>- 9 Sunan <br>- Maja pahit kingdom<br>- dan masih banyak lagi yg sangat bagus bila dijadikan animasi 3d seperti Donghua (cina) / anime (Jepang)",2
Akhirnya bisa lihat animasi karya anak bangsa,0
Keren banget animasinya,0
"Film nya bikin menyentuh hati ku❤❤❤, kereeennn animasinya⭐⭐⭐⭐👍",0
Semoga di bioskop masih ada sampe akhir minggu ini,0
Upin ipin selalu di hati,0
Nnton full di mana ya,0
WAW,0
"Yok ramekan bioskop buat nonton ini, dengan nonton ini berarti kita dukung Indonesia punya pixar versi indo dan dengan nonton film ini akan banyak animasi jumbo lainnya bahkan akan lebih baik lagi. Jgn horor iclik iclik aja yang kelen nonton",0
😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭💔,1
Gw mau ke bioskop kayak nyasedih bgt😢😢,0
Mau nangis.. terharu dan bangga,0
Keren video nya 😲,2
Ada suara ariel gw tontong,0
Otw CGV sama anak gadisku,0
indonesia gak kekurangan animator.. hanya saja pemerintah ogah2an supportnya,0
"Jadi Inget Laskar Pelangi<br>Film Penuh Makna,ga sekedar Cinta2an dan Hantu2an Alay",1
Apresiasi Tertinggi untuk Sutradara nya Keren<br>Film Animasi Indonesia Terbaik So Far..Mudah2han ada Next Jumbo 2,1
Dan ini masih ada yg bilang musrik bersekutu sama jin dll. Otak lu dipake kaga?!!<br>Pantes segitu2 aja pola pikir lu.<br>Ini patut di apresiasi sebaik2nya. Oke banget ini animasinya goks. Tolong dipelihara ini swasta yang proper karena kalo bumn pasti chaos dan ga keurus.,0
kaya benis,0
Yuh perbanyak lagi film animasi seperti film jumbo &amp; nusa 🎉😊,1
Njir keren sih animasinya,0
film bocah,1
Bagus banget film animasi nya🥺,0
Ngeliat Don jadi keinget sama si Rachel di film &quot;UP&quot;,0
Ini keren banget sumpahh sampe aku nangis kalo aku nonton di bioskop aku nangis😢😢,0
KEREN KEREN KEREN 🥹<br>Sukses selalu untuk Don and the Geng,0
"Sayangnya anak w di bawah 2 tahun,kalau dah ngerti kita nonton berdua ni film 😢",0
"😂😂😂a 😂😂 <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=58"">0:58</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=59"">0:59</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=59"">0:59</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=60"">1:00</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=60"">1:00</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=60"">1:00</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=60"">1:00</a> <a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=61"">1:01</a>",0
Jumbo jelek,0
Animasi pertama anak bangsa 👍,1
Semoga jumbo.. Titik awal animasi Indonesia untuk maju.,0
ada rencana mau masuk ke Malaysia? Kapan? mau nonton sambil nangis.,0
Terang di tengah gelap ❤️,0
Luar biasa,0
"Bukan cuma menghibur anak anak, film Jumbo berhasil menghibur orang dewasa kaya kita  dengan membangunkan inner child kita ;)<br><br>Kita semua pasti pernah kecil, pernah ngerasain serunya punya sahabat, ngalamin petualangan kecil yang ternyata ngena banget sampe sekarang.  <br>Kayak si Don, tokoh utama di film ini. Dia anak yatim piatu yang tinggal sama neneknya. Nggak punya banyak temen karena badannya gendut. Tapi dia punya keberanian buat tampil di pentas bakat kampung sambil ngebacain buku dongeng peninggalan orang tuanya. Dari situ petualangannya makin seru, karena ternyata dia ketemu temen baru yang wujudnya arwah gentayangan wkwk. Arwah itu mau bantu Don asal Don juga bantuin dia juga.<br><br>Meskipun film ini bertema fiksi, kerennya film ini berhasil membangkitkan innerchild saya dan membawa emotional pada akhir cerita. Saya rekomen film ini untuk anak anak kalian dan jiwa anak anak yang ada pada diri kita🥲.",9
Semoga laskar pelangi. Ada versi kartunnya 😊😊,0
"Selain Upin Ipin Gue lebih suka sama kartun ini ketimbang Adit sopo Jarwo <br><br>Ngapain juga kali harus nonton asj kalau ada kartun sebagus ini <br><br>Buat apa nonton kartun yang ceritanya sampah itu-itu aja dontol, beban dan penakut",0
Flm ini di klaim malaydesh,0
"<a href=""https://www.youtube.com/watch?v=yMqDgbZmBdk&amp;t=58"">0:58</a>",0
Akhirnyaaaaaaaaa...... film keren banget indonesia  dan bukan horor 😅😅,1
Animasi indonesia pertama yang bikin gw haru ..bagus bgt 🥺🥺,2
Anak 3thn boleh masuk ke bioskop ga yah,0
Maaf dgr kabar kalo ini yg danain isral. Bener gk... ko byk yg bilang boikot. Sayank banget kalo iya,0
😊😊❤🎉🎉🎉🎉,0
Ikh aku pernah ke XXI tapi aku gak lihat bioskop nya. Harus nya aku lihat film jumbo di bioskop tapi gak jadii 😔❤️,0
"&quot;don sayang ayah, don sayang ibu&quot; jlebb langsung tersentuh 😢❤❤❤❤",2
😯😯😯😯😊 aku suka sekali ini,0
jumbo 2 pls😅,0
Seru lihat ini❤❤,0
Bagus Bngt loh❤,0
Seruu banget mau nonton ahh di bioskop,0
Bagus ya? Pengen nonton. <br>Ini jumlah penonton sementara : 3.274.754<br>(14 april 2025 pukul 15.50) Waaaw banyak banget penontonnya.dan akan terus bertambah lagi. Peringkat 24 film terlaris indonesia (dan akan bertambah terus karena masih tayang) Sementara mengalahkan perolehan penonton &quot;petaka gunung gede: 3.242.027..<br>Komang: 1.990.853<br>Qodrat 2:  1.868.508,0
Aku udah liat full nya di bioskop bikin terharu banget😊,0
"walaupun sukses, saya lebih suka kalau film jumbo itu petualangan anak anak yang realistis tanpa ada kekuatan magis, seperti film UP yang arahnya bahkan ke sains seperti balon terebang",0
Kdi smsclyp❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0
DI LU 😭,0
KANAPA AKU PERNA NONTON 😭,0
tolong biuatin seriesnya.....  biar gak di cekokin animasi tetagga terus,0
"animasinya keren, cuman kenapa bahasanya ngak dibuat baku, kayak doraemon gitu lebih enak dengernya.",0
❤❤❤❤,0
Siap dukung..,0
Cita2 gw juga pengen jadi animator,0
Anime Indonesia semakin keren,0
Kirain namain Jumbo itu karna kabinet pemerintah indo yg sekarang 😂,0
